filename,width,height,class,xmin,ymin,xmax,ymax
000_190312_0073.jpg,512,512,Plastic_0,168,84,324,384
000_190312_0074.jpg,512,512,Plastic_0,111,21,306,425
000_190312_0075.jpg,512,512,Plastic_0,152,4,348,470
000_190312_0076.jpg,512,512,Plastic_0,105,119,345,512
000_190312_0077.jpg,512,512,Plastic_0,169,64,395,445
000_190312_0078.jpg,512,512,Plastic_0,23,77,270,492
000_190312_0079.jpg,512,512,Plastic_0,188,21,391,481
000_190312_0080.jpg,512,512,Plastic_0,171,2,373,493
000_190312_0081.jpg,512,512,Plastic_0,140,27,310,454
000_190312_0082.jpg,512,512,Plastic_0,110,39,352,490
000_190312_0083.jpg,512,512,Plastic_0,141,50,370,496
000_190312_0084.jpg,512,512,Plastic_0,76,55,283,475
000_190312_0085.jpg,512,512,Plastic_0,116,44,331,475
000_190312_0086.jpg,512,512,Plastic_0,83,63,288,461
000_190312_0087.jpg,512,512,Plastic_0,119,10,339,452
000_190312_0088.jpg,512,512,Plastic_0,150,141,329,415
000_190312_0089.jpg,512,512,Plastic_0,168,132,325,378
000_190312_0090.jpg,512,512,Plastic_0,124,187,298,437
000_190312_0091.jpg,512,512,Plastic_0,131,101,304,389
000_190312_0092.jpg,512,512,Plastic_0,184,108,384,435
000_190312_0093.jpg,512,512,Plastic_0,184,35,343,303
000_190312_0094.jpg,512,512,Plastic_0,130,26,313,289
000_190312_0095.jpg,512,512,Plastic_0,102,119,300,452
000_190312_0096.jpg,512,512,Plastic_0,142,58,313,363
000_190312_0097.jpg,512,512,Plastic_0,146,59,312,340
000_190312_0098.jpg,512,512,Plastic_0,196,74,373,386
000_190312_0099.jpg,512,512,Plastic_0,184,90,349,392
000_190312_0100.jpg,512,512,Plastic_0,144,61,324,398
000_190312_0101.jpg,512,512,Plastic_0,168,77,349,417
000_190312_0102.jpg,512,512,Plastic_0,148,53,319,390
000_190312_0103.jpg,512,512,Plastic_0,224,42,401,401
000_190312_0104.jpg,512,512,Plastic_0,152,113,336,359
000_190312_0105.jpg,512,512,Plastic_0,118,88,291,371
000_190312_0106.jpg,512,512,Plastic_0,141,92,337,422
000_190312_0107.jpg,512,512,Plastic_0,125,92,319,419
000_190312_0108.jpg,512,512,Plastic_0,173,55,355,362
000_190312_0109.jpg,512,512,Plastic_0,37,104,246,441
000_190312_0110.jpg,512,512,Plastic_0,165,92,370,410
000_190312_0111.jpg,512,512,Plastic_0,131,75,334,402
000_190312_0112.jpg,512,512,Plastic_0,154,4,373,468
000_190312_0113.jpg,512,512,Plastic_0,84,10,315,489
000_190312_0114.jpg,512,512,Plastic_0,128,106,382,505
000_190312_0115.jpg,512,512,Plastic_0,153,59,370,410
000_190312_0116.jpg,512,512,Plastic_0,186,80,371,367
000_190312_0117.jpg,512,512,Plastic_0,153,87,341,378
000_190312_0118.jpg,512,512,Plastic_0,203,64,322,458
000_190312_0119.jpg,512,512,Plastic_0,180,16,299,436
000_190312_0120.jpg,512,512,Plastic_0,173,1,295,423
000_190312_0121.jpg,512,512,Plastic_0,151,14,297,444
000_190312_0122.jpg,512,512,Plastic_0,113,29,256,440
000_190312_0123.jpg,512,512,Plastic_0,226,28,396,479
000_190312_0124.jpg,512,512,Plastic_0,206,154,319,387
000_190312_0125.jpg,512,512,Plastic_0,173,126,304,396
000_190312_0126.jpg,512,512,Plastic_0,166,13,328,391
000_190312_0127.jpg,512,512,Plastic_0,175,11,342,364
000_190312_0128.jpg,512,512,Plastic_0,193,26,341,374
000_190312_0129.jpg,512,512,Plastic_0,155,19,282,480
000_190312_0130.jpg,512,512,Plastic_0,239,1,373,464
000_190312_0131.jpg,512,512,Plastic_0,159,32,301,427
000_190312_0132.jpg,512,512,Plastic_0,166,57,304,429
000_190312_0133.jpg,512,512,Plastic_0,139,5,270,449
000_190312_0134.jpg,512,512,Plastic_0,157,77,320,437
000_190312_0135.jpg,512,512,Plastic_0,175,67,348,404
000_190312_0136.jpg,512,512,Plastic_0,131,12,304,473
000_190312_0137.jpg,512,512,Plastic_0,125,1,294,450
000_190312_0138.jpg,512,512,Plastic_0,152,48,337,460
000_190312_0139.jpg,512,512,Plastic_0,159,77,366,450
000_190312_0140.jpg,512,512,Plastic_0,89,69,280,450
000_190312_0141.jpg,512,512,Plastic_0,144,33,313,382
000_190312_0142.jpg,512,512,Plastic_0,169,81,322,414
000_190312_0143.jpg,512,512,Plastic_0,141,75,313,455
000_190312_0144.jpg,512,512,Plastic_0,164,70,330,472
000_190312_0145.jpg,512,512,Plastic_0,139,89,318,414
000_190312_0146.jpg,512,512,Plastic_0,168,117,339,452
000_190312_0147.jpg,512,512,Plastic_0,141,21,302,433
000_190312_0148.jpg,512,512,Plastic_0,178,7,355,477
000_190312_0149.jpg,512,512,Plastic_0,141,1,312,474
000_190312_0150.jpg,512,512,Plastic_0,150,4,346,512
000_190312_0151.jpg,512,512,Plastic_0,194,101,377,446
000_190312_0152.jpg,512,512,Plastic_0,157,80,355,475
000_190312_0153.jpg,512,512,Plastic_0,148,92,316,424
000_190312_0154.jpg,512,512,Plastic_0,205,41,428,421
000_190312_0155.jpg,512,512,Plastic_0,151,43,351,419
000_190312_0156.jpg,512,512,Plastic_0,162,22,344,401
000_190312_0157.jpg,512,512,Plastic_0,124,9,300,512
000_190312_0158.jpg,512,512,Plastic_0,165,9,335,505
000_190312_0159.jpg,512,512,Plastic_0,170,25,336,475
000_190312_0160.jpg,512,512,Plastic_0,141,35,310,486
000_190312_0161.jpg,512,512,Plastic_0,202,38,428,457
000_190312_0162.jpg,512,512,Plastic_0,153,42,369,460
000_190312_0163.jpg,512,512,Plastic_0,212,27,427,445
000_190312_0164.jpg,512,512,Plastic_0,141,68,364,446
000_190312_0165.jpg,512,512,Plastic_0,126,44,360,442
000_190312_0166.jpg,512,512,Plastic_0,159,49,389,428
000_190312_0167.jpg,512,512,Plastic_0,170,42,305,457
000_190312_0168.jpg,512,512,Plastic_0,163,6,310,487
000_190312_0169.jpg,512,512,Plastic_0,155,14,315,494
000_190312_0170.jpg,512,512,Plastic_0,144,55,308,464
000_190312_0171.jpg,512,512,Plastic_0,142,44,348,497
000_190312_0172.jpg,512,512,Plastic_0,159,41,377,510
000_190312_0173.jpg,512,512,Plastic_0,146,1,348,439
000_190312_0174.jpg,512,512,Plastic_0,179,1,398,478
000_190312_0175.jpg,512,512,Plastic_0,164,1,377,475
000_190312_0176.jpg,512,512,Plastic_0,123,144,362,456
000_190312_0177.jpg,512,512,Plastic_0,171,66,366,363
000_190312_0178.jpg,512,512,Plastic_0,154,46,290,456
000_190312_0179.jpg,512,512,Plastic_0,121,1,292,511
000_190312_0180.jpg,512,512,Plastic_0,146,23,295,480
000_190312_0181.jpg,512,512,Plastic_0,104,71,325,512
000_190312_0182.jpg,512,512,Plastic_0,175,35,344,391
000_190312_0183.jpg,512,512,Plastic_0,144,30,357,445
000_190312_0184.jpg,512,512,Plastic_0,148,1,326,432
000_190312_0185.jpg,512,512,Plastic_0,135,64,284,491
000_190312_0186.jpg,512,512,Plastic_0,170,64,323,508
000_190312_0187.jpg,512,512,Plastic_0,179,54,324,500
000_190312_0188.jpg,512,512,Plastic_0,130,4,279,450
000_190312_0189.jpg,512,512,Plastic_0,162,81,325,457
000_190312_0190.jpg,512,512,Plastic_0,144,59,353,495
000_190312_0191.jpg,512,512,Plastic_0,136,46,322,461
000_190312_0192.jpg,512,512,Plastic_0,176,4,372,441
000_190312_0193.jpg,512,512,Plastic_0,177,48,383,446
000_190312_0194.jpg,512,512,Plastic_0,159,36,360,460
000_190312_0195.jpg,512,512,Plastic_0,180,19,383,430
000_190312_0196.jpg,512,512,Plastic_0,201,38,346,433
000_190312_0197.jpg,512,512,Plastic_0,119,5,285,499
000_190312_0198.jpg,512,512,Plastic_0,121,4,278,457
000_190312_0199.jpg,512,512,Plastic_0,141,107,287,426
000_190312_0200.jpg,512,512,Plastic_0,150,99,305,435
000_190312_0201.jpg,512,512,Plastic_0,173,126,336,443
000_190312_0202.jpg,512,512,Plastic_0,164,29,350,492
000_190312_0203.jpg,512,512,Plastic_0,100,17,304,490
000_190312_0204.jpg,512,512,Plastic_0,161,22,353,480
000_190312_0205.jpg,512,512,Plastic_0,116,31,328,388
000_190312_0206.jpg,512,512,Plastic_0,199,38,397,455
000_190312_0207.jpg,512,512,Plastic_0,113,39,348,477
000_190312_0208.jpg,512,512,Plastic_0,90,16,297,509
000_190312_0209.jpg,512,512,Plastic_0,116,16,301,503
000_190312_0210.jpg,512,512,Plastic_0,159,55,357,448
000_190312_0211.jpg,512,512,Plastic_0,98,92,317,470
000_190312_0212.jpg,512,512,Plastic_0,129,26,310,450
000_190312_0213.jpg,512,512,Plastic_0,177,17,364,401
000_190312_0214.jpg,512,512,Plastic_0,170,15,379,472
000_190312_0215.jpg,512,512,Plastic_0,170,31,366,424
000_190312_0216.jpg,512,512,Plastic_0,197,1,396,512
000_190312_0217.jpg,512,512,Plastic_0,99,12,332,512
000_190312_0218.jpg,512,512,Plastic_0,152,42,426,482
000_190312_0219.jpg,512,512,Plastic_0,132,56,333,450
000_190312_0220.jpg,512,512,Plastic_0,144,12,324,452
000_190312_0221.jpg,512,512,Plastic_0,200,15,383,490
000_190312_0222.jpg,512,512,Plastic_0,177,24,380,502
000_190312_0223.jpg,512,512,Plastic_0,207,8,399,485
000_190312_0224.jpg,512,512,Plastic_0,180,19,386,465
000_190312_0225.jpg,512,512,Plastic_0,153,15,390,475
000_190312_0226.jpg,512,512,Plastic_0,195,24,406,417
000_190312_0227.jpg,512,512,Plastic_0,168,5,453,459
000_190312_0228.jpg,512,512,Plastic_0,174,33,380,461
000_190312_0229.jpg,512,512,Plastic_0,170,1,347,402
000_190312_0230.jpg,512,512,Plastic_0,188,60,355,447
000_190312_0231.jpg,512,512,Plastic_0,197,1,386,441
000_190312_0232.jpg,512,512,Plastic_0,109,12,281,423
000_190312_0233.jpg,512,512,Plastic_0,164,3,317,402
000_190312_0234.jpg,512,512,Plastic_0,195,39,348,488
000_190312_0235.jpg,512,512,Plastic_0,169,1,328,425
000_190312_0236.jpg,512,512,Plastic_0,150,1,311,400
000_190312_0237.jpg,512,512,Plastic_0,190,19,350,454
000_190312_0238.jpg,512,512,Plastic_0,214,54,355,468
000_190312_0239.jpg,512,512,Plastic_0,142,60,301,401
000_190312_0240.jpg,512,512,Plastic_0,150,67,290,397
000_190312_0241.jpg,512,512,Plastic_0,177,77,334,343
000_190312_0242.jpg,512,512,Plastic_0,197,117,348,386
000_190312_0243.jpg,512,512,Plastic_0,135,109,251,359
000_190312_0244.jpg,512,512,Plastic_0,105,96,260,372
000_190312_0245.jpg,512,512,Plastic_0,148,62,344,484
000_190312_0246.jpg,512,512,Plastic_0,172,35,353,457
000_190312_0247.jpg,512,512,Plastic_0,128,18,333,368
000_190312_0248.jpg,512,512,Plastic_0,108,1,324,434
000_190312_0249.jpg,512,512,Plastic_0,128,132,324,512
000_190312_0250.jpg,512,512,Plastic_0,80,62,273,498
000_190312_0251.jpg,512,512,Plastic_0,146,38,366,391
000_190312_0252.jpg,512,512,Plastic_0,164,26,398,435
000_190312_0253.jpg,512,512,Plastic_0,168,12,390,471
000_190312_0254.jpg,512,512,Plastic_0,178,17,364,450
000_190312_0255.jpg,512,512,Plastic_0,164,43,368,457
000_190312_0256.jpg,512,512,Plastic_0,155,1,337,388
000_190312_0257.jpg,512,512,Plastic_0,168,72,373,446
000_190312_0258.jpg,512,512,Plastic_0,153,13,337,489
000_190312_0259.jpg,512,512,Plastic_0,157,10,321,485
000_190312_0260.jpg,512,512,Plastic_0,109,19,297,492
000_190312_0261.jpg,512,512,Plastic_0,147,10,356,421
000_190312_0262.jpg,512,512,Plastic_0,113,26,275,372
000_190312_0263.jpg,512,512,Plastic_0,148,155,315,512
000_190312_0264.jpg,512,512,Plastic_0,174,35,329,336
000_190312_0265.jpg,512,512,Plastic_0,186,35,390,388
000_190312_0266.jpg,512,512,Plastic_0,141,8,332,512
000_190312_0267.jpg,512,512,Plastic_0,162,1,341,498
000_190312_0268.jpg,512,512,Plastic_0,127,9,299,408
000_190312_0269.jpg,512,512,Plastic_0,118,5,329,432
000_190312_0270.jpg,512,512,Plastic_0,221,33,406,422
000_190312_0271.jpg,512,512,Plastic_0,146,49,353,465
000_190312_0272.jpg,512,512,Plastic_0,127,23,328,463
000_190312_0273.jpg,512,512,Plastic_0,186,2,398,426
000_190312_0274.jpg,512,512,Plastic_0,210,52,404,434
000_190312_0275.jpg,512,512,Plastic_0,186,38,403,486
000_190312_0276.jpg,512,512,Plastic_0,173,101,402,512
000_190312_0277.jpg,512,512,Plastic_0,181,45,386,470
000_190312_0278.jpg,512,512,Plastic_0,115,4,342,490
000_190312_0279.jpg,512,512,Plastic_0,173,19,461,438
000_190312_0280.jpg,512,512,Plastic_0,170,5,428,458
000_190312_0281.jpg,512,512,Plastic_0,167,60,385,457
000_190312_0282.jpg,512,512,Plastic_0,62,27,272,453
000_190312_0283.jpg,512,512,Plastic_0,218,81,413,472
000_190312_0284.jpg,512,512,Plastic_0,138,50,281,391
000_190312_0285.jpg,512,512,Plastic_0,224,32,429,433
000_190312_0286.jpg,512,512,Plastic_0,128,9,329,417
000_190312_0287.jpg,512,512,Plastic_0,88,22,279,472
000_190312_0288.jpg,512,512,Plastic_0,150,22,345,410
000_190312_0289.jpg,512,512,Plastic_0,184,62,409,452
000_190312_0290.jpg,512,512,Plastic_0,145,1,326,377
000_190312_0291.jpg,512,512,Plastic_0,164,70,339,384
000_190312_0292.jpg,512,512,Plastic_0,204,139,392,413
000_190312_0293.jpg,512,512,Plastic_0,195,90,366,391
000_190312_0294.jpg,512,512,Plastic_0,203,73,361,381
000_190312_0295.jpg,512,512,Plastic_0,237,135,389,379
000_190312_0296.jpg,512,512,Plastic_0,170,39,333,483
000_190312_0297.jpg,512,512,Plastic_0,186,44,333,410
000_190312_0298.jpg,512,512,Plastic_0,190,33,345,373
000_190312_0299.jpg,512,512,Plastic_0,193,33,368,404
000_190312_0300.jpg,512,512,Plastic_0,214,9,426,444
000_190312_0301.jpg,512,512,Plastic_0,228,46,397,388
000_190312_0302.jpg,512,512,Plastic_0,177,41,326,353
000_190312_0303.jpg,512,512,Plastic_0,192,32,396,430
000_190312_0304.jpg,512,512,Plastic_0,202,7,403,441
000_190312_0305.jpg,512,512,Plastic_0,115,21,311,437
000_190312_0306.jpg,512,512,Plastic_0,126,8,312,512
000_190312_0307.jpg,512,512,Plastic_0,140,16,366,481
000_190312_0308.jpg,512,512,Plastic_0,213,41,386,372
000_190312_0309.jpg,512,512,Plastic_0,196,26,375,491
000_190312_0310.jpg,512,512,Plastic_0,189,1,363,340
000_190312_0311.jpg,512,512,Plastic_0,232,7,418,410
000_190312_0312.jpg,512,512,Plastic_0,170,116,363,443
000_190312_0313.jpg,512,512,Plastic_0,199,111,373,394
000_190312_0314.jpg,512,512,Plastic_0,146,100,328,434
000_190312_0315.jpg,512,512,Plastic_0,233,110,397,415
000_190312_0316.jpg,512,512,Plastic_0,195,44,348,470
000_190312_0317.jpg,512,512,Plastic_0,169,37,308,432
000_190312_0318.jpg,512,512,Plastic_0,217,47,367,381
000_190312_0319.jpg,512,512,Plastic_0,213,42,376,395
000_190312_0320.jpg,512,512,Plastic_0,217,10,399,432
000_190312_0321.jpg,512,512,Plastic_0,186,14,405,440
000_190312_0322.jpg,512,512,Plastic_0,134,137,297,478
000_190312_0323.jpg,512,512,Plastic_0,157,145,326,477
000_190312_0324.jpg,512,512,Plastic_0,166,1,361,355
000_190312_0325.jpg,512,512,Plastic_0,181,19,354,451
000_190312_0326.jpg,512,512,Plastic_0,108,39,306,499
000_190312_0327.jpg,512,512,Plastic_0,135,1,319,392
000_190312_0328.jpg,512,512,Plastic_0,160,28,366,399
000_190312_0329.jpg,512,512,Plastic_0,30,20,237,347
000_190312_0330.jpg,512,512,Plastic_0,112,4,280,507
000_190312_0331.jpg,512,512,Plastic_0,105,3,339,510
000_190312_0332.jpg,512,512,Plastic_0,213,41,350,490
000_190312_0333.jpg,512,512,Plastic_0,185,54,350,333
000_190312_0334.jpg,512,512,Plastic_0,169,34,316,339
000_190312_0335.jpg,512,512,Plastic_0,195,46,353,469
000_190312_0336.jpg,512,512,Plastic_0,172,40,339,416
000_190312_0337.jpg,512,512,Plastic_0,221,42,379,363
000_190312_0338.jpg,512,512,Plastic_0,172,97,361,432
000_190312_0339.jpg,512,512,Plastic_0,170,52,345,487
000_190312_0340.jpg,512,512,Plastic_0,177,64,318,439
000_190312_0341.jpg,512,512,Plastic_0,133,135,311,437
000_190312_0342.jpg,512,512,Plastic_0,157,13,325,347
000_190312_0343.jpg,512,512,Plastic_0,146,70,289,430
000_190312_0344.jpg,512,512,Plastic_0,232,70,408,478
000_190312_0345.jpg,512,512,Plastic_0,181,17,332,412
000_190312_0346.jpg,512,512,Plastic_0,184,48,387,364
000_190312_0347.jpg,512,512,Plastic_0,184,30,375,406
000_190312_0348.jpg,512,512,Plastic_0,192,23,372,350
000_190312_0349.jpg,512,512,Plastic_0,181,2,380,366
000_190312_0350.jpg,512,512,Plastic_0,183,35,359,452
000_190312_0351.jpg,512,512,Plastic_0,150,52,338,508
000_190312_0352.jpg,512,512,Plastic_0,180,12,363,466
000_190312_0353.jpg,512,512,Plastic_0,141,48,361,418
000_190312_0354.jpg,512,512,Plastic_0,184,12,407,472
000_190312_0355.jpg,512,512,Plastic_0,137,139,343,512
000_190312_0356.jpg,512,512,Plastic_0,155,81,346,502
000_190312_0357.jpg,512,512,Plastic_0,189,46,333,359
000_190312_0358.jpg,512,512,Plastic_0,207,48,370,385
000_190312_0359.jpg,512,512,Plastic_0,104,97,266,487
000_190312_0360.jpg,512,512,Plastic_0,242,36,417,466
000_190312_0361.jpg,512,512,Plastic_0,177,34,357,481
000_190312_0362.jpg,512,512,Plastic_0,181,14,421,468
000_190312_0363.jpg,512,512,Plastic_0,118,5,365,481
000_190312_0364.jpg,512,512,Plastic_0,186,92,332,363
000_190312_0365.jpg,512,512,Plastic_0,141,92,307,391
000_190312_0366.jpg,512,512,Plastic_0,101,44,289,409
000_190312_0367.jpg,512,512,Plastic_0,155,98,353,409
000_190312_0368.jpg,512,512,Plastic_0,140,69,357,426
000_190312_0369.jpg,512,512,Plastic_0,178,43,381,501
000_190312_0370.jpg,512,512,Plastic_0,71,39,265,495
000_190312_0371.jpg,512,512,Plastic_0,143,19,385,429
000_190312_0372.jpg,512,512,Plastic_0,164,50,375,441
000_190312_0373.jpg,512,512,Plastic_0,119,11,385,478
000_190312_0374.jpg,512,512,Plastic_0,125,108,301,426
000_190312_0375.jpg,512,512,Plastic_0,126,95,288,380
000_190312_0376.jpg,512,512,Plastic_0,189,78,402,401
000_190312_0377.jpg,512,512,Plastic_0,120,68,341,449
000_190312_0378.jpg,512,512,Plastic_0,90,33,347,422
000_190312_0379.jpg,512,512,Plastic_0,143,47,384,412
000_190312_0380.jpg,512,512,Plastic_0,238,24,375,379
000_190312_0381.jpg,512,512,Plastic_0,124,59,259,475
000_190312_0382.jpg,512,512,Plastic_0,222,61,369,476
000_190312_0383.jpg,512,512,Plastic_0,152,22,301,398
000_190312_0384.jpg,512,512,Plastic_0,192,22,336,404
000_190312_0385.jpg,512,512,Plastic_0,248,11,433,439
000_190312_0386.jpg,512,512,Plastic_0,181,28,341,410
000_190312_0387.jpg,512,512,Plastic_0,162,1,341,484
000_190312_0388.jpg,512,512,Plastic_0,155,18,332,486
000_190312_0389.jpg,512,512,Plastic_0,164,12,321,504
000_190312_0390.jpg,512,512,Plastic_0,166,30,319,508
000_190312_0391.jpg,512,512,Plastic_0,167,12,324,464
000_190312_0392.jpg,512,512,Plastic_0,127,8,310,477
000_190312_0393.jpg,512,512,Plastic_0,195,79,350,426
000_190312_0394.jpg,512,512,Plastic_0,203,8,396,441
000_190312_0395.jpg,512,512,Plastic_0,186,32,344,401
000_190312_0396.jpg,512,512,Plastic_0,140,6,340,399
000_190312_0397.jpg,512,512,Plastic_0,233,3,410,481
000_190312_0398.jpg,512,512,Plastic_0,206,15,350,506
000_190312_0399.jpg,512,512,Plastic_0,148,1,328,468
000_190312_0400.jpg,512,512,Plastic_0,237,23,398,452
000_190312_0401.jpg,512,512,Plastic_0,155,1,391,486
000_190312_0402.jpg,512,512,Plastic_0,193,14,397,479
000_190312_0403.jpg,512,512,Plastic_0,234,44,377,477
000_190312_0404.jpg,512,512,Plastic_0,148,39,272,439
000_190312_0405.jpg,512,512,Plastic_0,188,10,336,410
000_190312_0406.jpg,512,512,Plastic_0,101,1,300,460
000_190312_0407.jpg,512,512,Plastic_0,194,5,350,490
000_190312_0408.jpg,512,512,Plastic_0,125,10,310,480
000_190312_0409.jpg,512,512,Plastic_0,150,11,355,449
000_190312_0410.jpg,512,512,Plastic_0,124,17,339,497
000_190312_0411.jpg,512,512,Plastic_0,98,10,283,503
000_190312_0412.jpg,512,512,Plastic_0,124,32,262,499
000_190312_0413.jpg,512,512,Plastic_0,219,23,410,505
000_190312_0414.jpg,512,512,Plastic_0,137,2,308,512
000_190312_0415.jpg,512,512,Plastic_0,150,3,311,497
000_190312_0416.jpg,512,512,Plastic_0,118,1,273,512
000_190312_0417.jpg,512,512,Plastic_0,188,1,352,466
000_190312_0418.jpg,512,512,Plastic_0,110,23,293,441
000_190312_0419.jpg,512,512,Plastic_0,101,9,286,434
000_190312_0420.jpg,512,512,Plastic_0,141,10,371,477
000_190312_0421.jpg,512,512,Plastic_0,141,3,315,397
000_190312_0422.jpg,512,512,Plastic_0,126,15,339,488
000_190312_0423.jpg,512,512,Plastic_0,149,17,328,449
000_190312_0424.jpg,512,512,Plastic_0,195,15,359,436
000_190312_0425.jpg,512,512,Plastic_0,177,12,370,429
000_190312_0426.jpg,512,512,Plastic_0,153,8,333,419
000_190312_0427.jpg,512,512,Plastic_0,165,88,347,501
000_190312_0428.jpg,512,512,Plastic_0,137,22,386,464
000_190312_0429.jpg,512,512,Plastic_0,145,1,334,469
000_190312_0430.jpg,512,512,Plastic_0,134,10,380,501
000_190312_0431.jpg,512,512,Plastic_0,125,5,324,468
000_190312_0432.jpg,512,512,Plastic_0,206,28,456,485
000_190312_0433.jpg,512,512,Plastic_0,172,1,334,441
000_190312_0434.jpg,512,512,Plastic_0,175,24,351,464
000_190312_0435.jpg,512,512,Plastic_0,148,4,348,412
000_190312_0436.jpg,512,512,Plastic_0,195,11,410,421
000_190312_0437.jpg,512,512,Plastic_0,128,64,284,509
000_190312_0438.jpg,512,512,Plastic_0,141,4,325,502
000_190312_0439.jpg,512,512,Plastic_0,211,40,381,512
000_190312_0440.jpg,512,512,Plastic_0,155,1,373,512
000_190312_0441.jpg,512,512,Plastic_0,148,2,388,492
000_190312_0442.jpg,512,512,Plastic_0,149,1,341,459
000_190312_0443.jpg,512,512,Plastic_0,162,3,343,471
000_190312_0444.jpg,512,512,Plastic_0,62,3,358,490
000_190312_0445.jpg,512,512,Plastic_0,48,6,288,481
000_190312_0446.jpg,512,512,Plastic_0,150,1,359,509
000_190312_0447.jpg,512,512,Plastic_0,78,14,270,478
000_190312_0448.jpg,512,512,Plastic_0,148,2,362,445
000_190312_0449.jpg,512,512,Plastic_0,115,5,346,441
000_190312_0450.jpg,512,512,Plastic_0,153,32,337,499
